Year,Country,CountryCode,Variable,VariableCode,UnconsolidatedVariableCode,UnconsolidatedVariableName,ActivityCode,Activity,ActivityCombination,Value,UnitType,ValueUSD,Metadata
2012,France,250,Wages and salaries,05,05,Wages and salaries paid to employees,29,"Motor vehicles, trailers and semi-trailers",29,9.2812001953E9,M,1.192438271715E10,
2013,France,250,Wages and salaries,05,05,Wages and salaries paid to employees,29,"Motor vehicles, trailers and semi-trailers",29,9.3275996094E9,M,1.238815532263E10,
2014,France,250,Wages and salaries,05,05,Wages and salaries paid to employees,29,"Motor vehicles, trailers and semi-trailers",29,9.304E9,M,1.236037453104E10,
2015,France,250,Wages and salaries,05,05,Wages and salaries paid to employees,29,"Motor vehicles, trailers and semi-trailers",29,9.0786E9,M,1.007282846035E10,
2016,France,250,Wages and salaries,05,05,Wages and salaries paid to employees,29,"Motor vehicles, trailers and semi-trailers",29,9.0613E9,M,1.002998601981E10,
2017,France,250,Wages and salaries,05,05,Wages and salaries paid to employees,29,"Motor vehicles, trailers and semi-trailers",29,9.958E9,M,1.124935890629E10,
2018,France,250,Wages and salaries,05,05,Wages and salaries paid to employees,29,"Motor vehicles, trailers and semi-trailers",29,1.07443E10,M,1.268852455144E10,
2019,France,250,Wages and salaries,05,05,Wages and salaries paid to employees,29,"Motor vehicles, trailers and semi-trailers",29,1.06971E10,M,1.197513422503E10,
2020,France,250,Wages and salaries,05,05,Wages and salaries paid to employees,29,"Motor vehicles, trailers and semi-trailers",29,9.9421E9,M,1.135583308395E10,
2021,France,250,Wages and salaries,05,05,Wages and salaries paid to employees,29,"Motor vehicles, trailers and semi-trailers",29,1.037763E10,M,1.227404334034E10,
2022,France,250,Wages and salaries,05,05,Wages and salaries paid to employees,29,"Motor vehicles, trailers and semi-trailers",29,1.054575E10,M,1.110518478893E10,
2023,France,250,Wages and salaries,05,05,Wages and salaries paid to employees,29,"Motor vehicles, trailers and semi-trailers",29,1.103856E10,M,1.193564292202E10,
2010,France,250,Wages and salaries,05,05,Wages and salaries paid to employees,30,Other transport equipment,30,5.5557001953E9,M,7.3652842473E9,
2011,France,250,Wages and salaries,05,05,Wages and salaries paid to employees,30,Other transport equipment,30,5.8021000977E9,M,8.07626256963E9,
2012,France,250,Wages and salaries,05,05,Wages and salaries paid to employees,30,Other transport equipment,30,6.2868999023E9,M,8.07733902533E9,
2013,France,250,Wages and salaries,05,05,Wages and salaries paid to employees,30,Other transport equipment,30,6.6846000977E9,M,8.87793942147E9,
2014,France,250,Wages and salaries,05,05,Wages and salaries paid to employees,30,Other transport equipment,30,7.3867001953E9,M,9.81323957034E9,
2015,France,250,Wages and salaries,05,05,Wages and salaries paid to employees,30,Other transport equipment,30,7.7374E9,M,8.58474907245E9,
2016,France,250,Wages and salaries,05,05,Wages and salaries paid to employees,30,Other transport equipment,30,8.5811E9,M,9.49845088835E9,
2017,France,250,Wages and salaries,05,05,Wages and salaries paid to employees,30,Other transport equipment,30,1.05347E10,M,1.190084567886E10,
2018,France,250,Wages and salaries,05,05,Wages and salaries paid to employees,30,Other transport equipment,30,1.05689E10,M,1.248138521186E10,
2019,France,250,Wages and salaries,05,05,Wages and salaries paid to employees,30,Other transport equipment,30,1.07131E10,M,1.199304582234E10,
2020,France,250,Wages and salaries,05,05,Wages and salaries paid to employees,30,Other transport equipment,30,1.00624E10,M,1.149323933817E10,
2021,France,250,Wages and salaries,05,05,Wages and salaries paid to employees,30,Other transport equipment,30,1.051291E10,M,1.243404447577E10,
2022,France,250,Wages and salaries,05,05,Wages and salaries paid to employees,30,Other transport equipment,30,1.136288E10,M,1.196566219893E10,
2023,France,250,Wages and salaries,05,05,Wages and salaries paid to employees,30,Other transport equipment,30,1.217056E10,M,1.315963842394E10,
2010,France,250,Wages and salaries,05,05,Wages and salaries paid to employees,31,Furniture,31,1.4719000244E9,M,1.95132236842E9,
2011,France,250,Wages and salaries,05,05,Wages and salaries paid to employees,31,Furniture,31,1.4389000244E9,M,2.00288416484E9,
2012,France,250,Wages and salaries,05,05,Wages and salaries paid to employees,31,Furniture,31,1.4335999756E9,M,1.84187329361E9,
2013,France,250,Wages and salaries,05,05,Wages and salaries paid to employees,31,Furniture,31,1.3986999512E9,M,1.85763893936E9,
2014,France,250,Wages and salaries,05,05,Wages and salaries paid to employees,31,Furniture,31,1.4153000488E9,M,1.88022771678E9,
2015,France,250,Wages and salaries,05,05,Wages and salaries paid to employees,31,Furniture,31,1.3504E9,M,1.49828691129E9,
2016,France,250,Wages and salaries,05,05,Wages and salaries paid to employees,31,Furniture,31,1.2514E9,M,1.3851792243E9,
2017,France,250,Wages and salaries,05,05,Wages and salaries paid to employees,31,Furniture,31,1.4139E9,M,1.59725532814E9,
2018,France,250,Wages and salaries,05,05,Wages and salaries paid to employees,31,Furniture,31,1.4068E9,M,1.66136615126E9,
2019,France,250,Wages and salaries,05,05,Wages and salaries paid to employees,31,Furniture,31,1.396E9,M,1.56278686543E9,
2020,France,250,Wages and salaries,05,05,Wages and salaries paid to employees,31,Furniture,31,1.2437E9,M,1.42054994483E9,
2021,France,250,Wages and salaries,05,05,Wages and salaries paid to employees,31,Furniture,31,1.3672E9,M,1.61704281757E9,
2022,France,250,Wages and salaries,05,05,Wages and salaries paid to employees,31,Furniture,31,1.39073E9,M,1.46450595183E9,
2023,France,250,Wages and salaries,05,05,Wages and salaries paid to employees,31,Furniture,31,1.47944E9,M,1.59967129449E9,
2010,France,250,Wages and salaries,05,05,Wages and salaries paid to employees,32,Other manufacturing,32,2.3555E9,M,3.12272556737E9,
2011,France,250,Wages and salaries,05,05,Wages and salaries paid to employees,32,Other manufacturing,32,2.4301999512E9,M,3.38272911051E9,
2012,France,250,Wages and salaries,05,05,Wages and salaries paid to employees,32,Other manufacturing,32,2.5898999023E9,M,3.32747457056E9,
2013,France,250,Wages and salaries,05,05,Wages and salaries paid to employees,32,Other manufacturing,32,2.6345E9,M,3.49892754451E9,
2014,France,250,Wages and salaries,05,05,Wages and salaries paid to employees,32,Other manufacturing,32,2.7016000977E9,M,3.58907878769E9,
2015,France,250,Wages and salaries,05,05,Wages and salaries paid to employees,32,Other manufacturing,32,2.737E9,M,3.03673820809E9,
2016,France,250,Wages and salaries,05,05,Wages and salaries paid to employees,32,Other manufacturing,32,2.7858E9,M,3.08361218081E9,
2017,France,250,Wages and salaries,05,05,Wages and salaries paid to employees,32,Other manufacturing,32,3.3574E9,M,3.79278947499E9,
2018,France,250,Wages and salaries,05,05,Wages and salaries paid to employees,32,Other manufacturing,32,3.1837E9,M,3.75980339477E9,
2019,France,250,Wages and salaries,05,05,Wages and salaries paid to employees,32,Other manufacturing,32,3.4769E9,M,3.89230204327E9,
2020,France,250,Wages and salaries,05,05,Wages and salaries paid to employees,32,Other manufacturing,32,3.5515E9,M,4.05651132031E9,
2021,France,250,Wages and salaries,05,05,Wages and salaries paid to employees,32,Other manufacturing,32,3.80287E9,M,4.49780838185E9,
2022,France,250,Wages and salaries,05,05,Wages and salaries paid to employees,32,Other manufacturing,32,4.09641E9,M,4.31371785043E9,
2023,France,250,Wages and salaries,05,05,Wages and salaries paid to employees,32,Other manufacturing,32,4.33731E9,M,4.68979499157E9,
2010,France,250,Wages and salaries,05,05,Wages and salaries paid to employees,33,Repair and installation of machinery/equipment,33,6.9386000977E9,M,9.1986176722E9,
2011,France,250,Wages and salaries,05,05,Wages and salaries paid to employees,33,Repair and installation of machinery/equipment,33,6.9143999023E9,M,9.62453390705E9,
2012,France,250,Wages and salaries,05,05,Wages and salaries paid to employees,33,Repair and installation of machinery/equipment,33,7.1203999023E9,M,9.14821054902E9,
2013,France,250,Wages and salaries,05,05,Wages and salaries paid to employees,33,Repair and installation of machinery/equipment,33,7.6118999023E9,M,1.010950322042E10,
2014,France,250,Wages and salaries,05,05,Wages and salaries paid to employees,33,Repair and installation of machinery/equipment,33,8.2752998047E9,M,1.099374515721E10,
2015,France,250,Wages and salaries,05,05,Wages and salaries paid to employees,33,Repair and installation of machinery/equipment,33,7.4204E9,M,8.23303332091E9,
2016,France,250,Wages and salaries,05,05,Wages and salaries paid to employees,33,Repair and installation of machinery/equipment,33,6.6383E9,M,7.34795848226E9,
2017,France,250,Wages and salaries,05,05,Wages and salaries paid to employees,33,Repair and installation of machinery/equipment,33,6.6222E9,M,7.48097053115E9,
2018,France,250,Wages and salaries,05,05,Wages and salaries paid to employees,33,Repair and installation of machinery/equipment,33,6.6021E9,M,7.79677670403E9,
2019,France,250,Wages and salaries,05,05,Wages and salaries paid to employees,33,Repair and installation of machinery/equipment,33,6.4407E9,M,7.21020155025E9,
2020,France,250,Wages and salaries,05,05,Wages and salaries paid to employees,33,Repair and installation of machinery/equipment,33,6.6071E9,M,7.54660733336E9,
2021,France,250,Wages and salaries,05,05,Wages and salaries paid to employees,33,Repair and installation of machinery/equipment,33,6.6825E9,M,7.90366342044E9,
2022,France,250,Wages and salaries,05,05,Wages and salaries paid to employees,33,Repair and installation of machinery/equipment,33,7.2525E9,M,7.63723326285E9,
2023,France,250,Wages and salaries,05,05,Wages and salaries paid to employees,33,Repair and installation of machinery/equipment,33,7.52022E9,M,8.13137407552E9,
2010,France,250,Wages and salaries,05,05,Wages and salaries paid to employees,35,"Electricity, gas, steam & air conditioning",35,7.7835E9,M,1.031871553965E10,
2011,France,250,Wages and salaries,05,05,Wages and salaries paid to employees,35,"Electricity, gas, steam & air conditioning",35,7.9969E9,M,1.113132539177E10,
2012,France,250,Wages and salaries,05,05,Wages and salaries paid to employees,35,"Electricity, gas, steam & air conditioning",35,8.1421E9,M,1.046087946368E10,
2013,France,250,Wages and salaries,05,05,Wages and salaries paid to employees,35,"Electricity, gas, steam & air conditioning",35,8.4179E9,M,1.117996666423E10,
2014,France,250,Wages and salaries,05,05,Wages and salaries paid to employees,35,"Electricity, gas, steam & air conditioning",35,8.5732998047E9,M,1.138963849452E10,
2015,France,250,Wages and salaries,05,05,Wages and salaries paid to employees,35,"Electricity, gas, steam & air conditioning",35,8.6442E9,M,9.59085583427E9,
2016,France,250,Wages and salaries,05,05,Wages and salaries paid to employees,35,"Electricity, gas, steam & air conditioning",35,8.659E9,M,9.58467868247E9,
2017,France,250,Wages and salaries,05,05,Wages and salaries paid to employees,35,"Electricity, gas, steam & air conditioning",35,1.06663E10,M,1.20495116391E10,
2018,France,250,Wages and salaries,05,05,Wages and salaries paid to employees,35,"Electricity, gas, steam & air conditioning",35,9.6055E9,M,1.134365408439E10,
2019,France,250,Wages and salaries,05,05,Wages and salaries paid to employees,35,"Electricity, gas, steam & air conditioning",35,9.9602E9,M,1.115019322136E10,
2020,France,250,Wages and salaries,05,05,Wages and salaries paid to employees,35,"Electricity, gas, steam & air conditioning",35,9.6032E9,M,1.096874264711E10,
2021,France,250,Wages and salaries,05,05,Wages and salaries paid to employees,35,"Electricity, gas, steam & air conditioning",35,1.154649E10,M,1.365650140628E10,
2022,France,250,Wages and salaries,05,05,Wages and salaries paid to employees,35,"Electricity, gas, steam & air conditioning",35,1.250628E10,M,1.316971769879E10,
2023,France,250,Wages and salaries,05,05,Wages and salaries paid to employees,35,"Electricity, gas, steam & air conditioning",35,1.31787E10,M,1.424970805761E10,
2010,France,250,Wages and salaries,05,05,Wages and salaries paid to employees,36,"Water collection, treatment and supply",36,1.3659E9,M,1.81079637125E9,
2011,France,250,Wages and salaries,05,05,Wages and salaries paid to employees,36,"Water collection, treatment and supply",36,1.5259E9,M,2.1239842208E9,
2012,France,250,Wages and salaries,05,05,Wages and salaries paid to employees,36,"Water collection, treatment and supply",36,1.4914E9,M,1.91613412168E9,
2013,France,250,Wages and salaries,05,05,Wages and salaries paid to employees,36,"Water collection, treatment and supply",36,1.4757E9,M,1.95990410986E9,
2014,France,250,Wages and salaries,05,05,Wages and salaries paid to employees,36,"Water collection, treatment and supply",36,1.3969000244E9,M,1.85578326354E9,
2015,France,250,Wages and salaries,05,05,Wages and salaries paid to employees,36,"Water collection, treatment and supply",36,1.3706E9,M,1.52069908221E9,
2016,France,250,Wages and salaries,05,05,Wages and salaries paid to employees,36,"Water collection, treatment and supply",36,1.342E9,M,1.48546469475E9,
2017,France,250,Wages and salaries,05,05,Wages and salaries paid to employees,36,"Water collection, treatment and supply",36,1.7811E9,M,2.01207402571E9,
2018,France,250,Wages and salaries,05,05,Wages and salaries paid to employees,36,"Water collection, treatment and supply",36,5.363E8,M,6.3334565462E8,
2019,France,250,Wages and salaries,05,05,Wages and salaries paid to employees,36,"Water collection, treatment and supply",36,5.491E8,M,6.1470363023E8,
2020,France,250,Wages and salaries,05,05,Wages and salaries paid to employees,36,"Water collection, treatment and supply",36,5.571E8,M,6.3631774083E8,
2021,France,250,Wages and salaries,05,05,Wages and salaries paid to employees,36,"Water collection, treatment and supply",36,5.9855E8,M,7.0792932889E8,
2022,France,250,Wages and salaries,05,05,Wages and salaries paid to employees,36,"Water collection, treatment and supply",36,6.2866E8,M,6.6200938477E8,
2023,France,250,Wages and salaries,05,05,Wages and salaries paid to employees,36,"Water collection, treatment and supply",36,6.6678E8,M,7.2096795121E8,
2010,France,250,Wages and salaries,05,05,Wages and salaries paid to employees,37,Sewerage,37,4.614E8,M,6.1168566198E8,
2011,France,250,Wages and salaries,05,05,Wages and salaries paid to employees,37,Sewerage,37,4.506E8,M,6.2721494848E8,
2012,France,250,Wages and salaries,05,05,Wages and salaries paid to employees,37,Sewerage,37,4.725E8,M,6.0706274138E8,
2013,France,250,Wages and salaries,05,05,Wages and salaries paid to employees,37,Sewerage,37,5.048E8,M,6.7043409545E8,
2014,France,250,Wages and salaries,05,05,Wages and salaries paid to employees,37,Sewerage,37,5.003999939E8,M,6.6478195829E8,
2015,France,250,Wages and salaries,05,05,Wages and salaries paid to employees,37,Sewerage,37,4.825E8,M,5.3534022119E8,
2016,France,250,Wages and salaries,05,05,Wages and salaries paid to employees,37,Sewerage,37,5.835E8,M,6.4587827823E8,
2017,France,250,Wages and salaries,05,05,Wages and salaries paid to employees,37,Sewerage,37,2.907E8,M,3.2839813558E8,
2018,France,250,Wages and salaries,05,05,Wages and salaries paid to employees,37,Sewerage,37,3.233E8,M,3.8180244292E8,
2019,France,250,Wages and salaries,05,05,Wages and salaries paid to employees,37,Sewerage,37,2.908E8,M,3.2554328114E8,
2020,France,250,Wages and salaries,05,05,Wages and salaries paid to employees,37,Sewerage,37,2.879E8,M,3.2883840887E8,
2021,France,250,Wages and salaries,05,05,Wages and salaries paid to employees,37,Sewerage,37,3.2351E8,M,3.8262838057E8,
2022,France,250,Wages and salaries,05,05,Wages and salaries paid to employees,37,Sewerage,37,3.4844E8,M,3.6692417209E8,
2023,France,250,Wages and salaries,05,05,Wages and salaries paid to employees,37,Sewerage,37,3.711E8,M,4.0125859608E8,
2010,France,250,Wages and salaries,05,05,Wages and salaries paid to employees,38,"Waste collection,treatment,disposal activities",38,2.7365E9,M,3.62782361075E9,
2011,France,250,Wages and salaries,05,05,Wages and salaries paid to employees,38,"Waste collection,treatment,disposal activities",38,2.7794E9,M,3.86879988419E9,
2012,France,250,Wages and salaries,05,05,Wages and salaries paid to employees,38,"Waste collection,treatment,disposal activities",38,2.9781E9,M,3.82622973567E9,
2013,France,250,Wages and salaries,05,05,Wages and salaries paid to employees,38,"Waste collection,treatment,disposal activities",38,2.8983E9,M,3.84928514035E9,
2014,France,250,Wages and salaries,05,05,Wages and salaries paid to employees,38,"Waste collection,treatment,disposal activities",38,3.2816000977E9,M,4.35960944418E9,
2015,France,250,Wages and salaries,05,05,Wages and salaries paid to employees,38,"Waste collection,treatment,disposal activities",38,3.2827E9,M,3.64219967691E9,
2016,France,250,Wages and salaries,05,05,Wages and salaries paid to employees,38,"Waste collection,treatment,disposal activities",38,3.2021E9,M,3.54441616921E9,
2017,France,250,Wages and salaries,05,05,Wages and salaries paid to employees,38,"Waste collection,treatment,disposal activities",38,4.041E9,M,4.56503909824E9,
2018,France,250,Wages and salaries,05,05,Wages and salaries paid to employees,38,"Waste collection,treatment,disposal activities",38,5.7452E9,M,6.78481718241E9,
2019,France,250,Wages and salaries,05,05,Wages and salaries paid to employees,38,"Waste collection,treatment,disposal activities",38,5.8468E9,M,6.54534544754E9,
2020,France,250,Wages and salaries,05,05,Wages and salaries paid to employees,38,"Waste collection,treatment,disposal activities",38,5.8647E9,M,6.69864055757E9,
2021,France,250,Wages and salaries,05,05,Wages and salaries paid to employees,38,"Waste collection,treatment,disposal activities",38,6.11551E9,M,7.23306138187E9,
2022,France,250,Wages and salaries,05,05,Wages and salaries paid to employees,38,"Waste collection,treatment,disposal activities",38,6.3534E9,M,6.69043747841E9,
2023,France,250,Wages and salaries,05,05,Wages and salaries paid to employees,38,"Waste collection,treatment,disposal activities",38,6.73029E9,M,7.2772479564E9,
2010,France,250,Wages and salaries,05,05,Wages and salaries paid to employees,39,Remediation activities,39,1.158E8,M,1.5351798799E8,
2011,France,250,Wages and salaries,05,05,Wages and salaries paid to employees,39,Remediation activities,39,1.212E8,M,1.6870495285E8,
2012,France,250,Wages and salaries,05,05,Wages and salaries paid to employees,39,Remediation activities,39,1.672E8,M,2.1481669917E8,
2013,France,250,Wages and salaries,05,05,Wages and salaries paid to employees,39,Remediation activities,39,2.081E8,M,2.76381409E8,
2014,France,250,Wages and salaries,05,05,Wages and salaries paid to employees,39,Remediation activities,39,1.9669999695E8,M,2.6131616859E8,
2015,France,250,Wages and salaries,05,05,Wages and salaries paid to employees,39,Remediation activities,39,2.64E8,M,2.9291154071E8,
2016,France,250,Wages and salaries,05,05,Wages and salaries paid to employees,39,Remediation activities,39,2.425E8,M,2.6842413448E8,
2017,France,250,Wages and salaries,05,05,Wages and salaries paid to employees,39,Remediation activities,39,2.097E8,M,2.3689401111E8,
2018,France,250,Wages and salaries,05,05,Wages and salaries paid to employees,39,Remediation activities,39,2.354E8,M,2.7799658232E8,
2019,France,250,Wages and salaries,05,05,Wages and salaries paid to employees,39,Remediation activities,39,2.39E8,M,2.6755448484E8,
2020,France,250,Wages and salaries,05,05,Wages and salaries paid to employees,39,Remediation activities,39,1.978E8,M,2.2592649279E8,
2021,France,250,Wages and salaries,05,05,Wages and salaries paid to employees,39,Remediation activities,39,2.416E8,M,2.8575010586E8,
2022,France,250,Wages and salaries,05,05,Wages and salaries paid to employees,39,Remediation activities,39,2.3198E8,M,2.4428615957E8,
2023,France,250,Wages and salaries,05,05,Wages and salaries paid to employees,39,Remediation activities,39,3.1654E8,M,3.4226460793E8,
2011,France,250,Value added,20,18,Value added at factor values,05,Mining of coal and lignite,05,0.0,M,0.0,
2012,France,250,Value added,20,18,Value added at factor values,05,Mining of coal and lignite,05,0.0,M,0.0,
2014,France,250,Value added,20,18,Value added at factor values,05,Mining of coal and lignite,05,0.0,M,0.0,
2015,France,250,Value added,20,18,Value added at factor values,05,Mining of coal and lignite,05,-100000.0,M,-110951.34,
2016,France,250,Value added,20,18,Value added at factor values,05,Mining of coal and lignite,05,100000.0,M,110690.36,
2017,France,250,Value added,20,18,Value added at factor values,05,Mining of coal and lignite,05,0.0,M,0.0,
2018,France,250,Value added,20,18,Value added at factor values,05,Mining of coal and lignite,05,0.0,M,0.0,
2019,France,250,Value added,20,18,Value added at factor values,05,Mining of coal and lignite,05,0.0,M,0.0,
2021,France,250,Value added,20,18,Value added at factor values,05,Mining of coal and lignite,05,0.0,M,0.0,
2023,France,250,Value added,20,18,Value added at factor values,05,Mining of coal and lignite,05,0.0,M,0.0,
2010,France,250,Value added,20,18,Value added at factor values,06,Extraction of crude petroleum & natural gas,06,3.674E8,M,4.8706829694E8,
2012,France,250,Value added,20,18,Value added at factor values,06,Extraction of crude petroleum & natural gas,06,4.083E8,M,5.2457929588E8,
2013,France,250,Value added,20,18,Value added at factor values,06,Extraction of crude petroleum & natural gas,06,2.799E8,M,3.7174029976E8,
2014,France,250,Value added,20,18,Value added at factor values,06,Extraction of crude petroleum & natural gas,06,2.5119999695E8,M,3.3371948028E8,
2014,France,250,Value added,20,18,Value added at factor values,07,Mining of metal ores,07,-2.910000038E7,M,-3.865938344E7,
2010,France,250,Value added,20,18,Value added at factor values,08,Other mining and quarrying,08,2.0363E9,M,2.69955681292E9,
2012,France,250,Value added,20,18,Value added at factor values,08,Other mining and quarrying,08,1.913E9,M,2.45780110954E9,
2013,France,250,Value added,20,18,Value added at factor values,08,Other mining and quarrying,08,1.9572E9,M,2.59939304996E9,
2014,France,250,Value added,20,18,Value added at factor values,08,Other mining and quarrying,08,1.505E9,M,1.99939420348E9,
2015,France,250,Value added,20,18,Value added at factor values,08,Other mining and quarrying,08,1.5079E9,M,1.67303527365E9,
2016,France,250,Value added,20,18,Value added at factor values,08,Other mining and quarrying,08,1.4154E9,M,1.56671142247E9,
2017,France,250,Value added,20,18,Value added at factor values,08,Other mining and quarrying,08,9.52E8,M,1.07545588259E9,
2018,France,250,Value added,20,18,Value added at factor values,08,Other mining and quarrying,08,8.973E8,M,1.05967006506E9,
2019,France,250,Value added,20,18,Value added at factor values,08,Other mining and quarrying,08,1.1535E9,M,1.29131421867E9,
2020,France,250,Value added,20,18,Value added at factor values,08,Other mining and quarrying,08,1.1939E9,M,1.36366855281E9,
2021,France,250,Value added,20,18,Value added at factor values,08,Other mining and quarrying,08,1.33379E9,M,1.57752745732E9,
2022,France,250,Value added,20,18,Value added at factor values,08,Other mining and quarrying,08,1.2469E9,M,1.31304600558E9,
2023,France,250,Value added,20,18,Value added at factor values,08,Other mining and quarrying,08,1.3598E9,M,1.47030837767E9,
2010,France,250,Value added,20,18,Value added at factor values,09,Mining support service activities,09,7.41E7,M,9.823560371E7,
2013,France,250,Value added,20,18,Value added at factor values,09,Mining support service activities,09,-7.89E7,M,-1.0478853037E8,
2014,France,250,Value added,20,18,Value added at factor values,09,Mining support service activities,09,1.0690000153E8,M,1.4201677303E8,
2015,France,250,Value added,20,18,Value added at factor values,09,Mining support service activities,09,1.084E8,M,1.2027125384E8,
2016,France,250,Value added,20,18,Value added at factor values,09,Mining support service activities,09,1.324E8,M,1.4655404291E8,
2017,France,250,Value added,20,18,Value added at factor values,09,Mining support service activities,09,1.749E8,M,1.9758112801E8,
2018,France,250,Value added,20,18,Value added at factor values,09,Mining support service activities,09,1.826E8,M,2.1564220871E8,
2019,France,250,Value added,20,18,Value added at factor values,09,Mining support service activities,09,2.333E8,M,2.611734783E8,
2020,France,250,Value added,20,18,Value added at factor values,09,Mining support service activities,09,2.27E8,M,2.592786343E8,
2021,France,250,Value added,20,18,Value added at factor values,09,Mining support service activities,09,2.2294E8,M,2.6368016804E8,
2022,France,250,Value added,20,18,Value added at factor values,09,Mining support service activities,09,2.8777E8,M,3.0303572782E8,
2023,France,250,Value added,20,18,Value added at factor values,09,Mining support service activities,09,3.0444E8,M,3.2918126379E8,
2010,France,250,Value added,20,18,Value added at factor values,10,Food products,10,2.7569699219E10,M,3.654960927021E10,
2011,France,250,Value added,20,18,Value added at factor values,10,Food products,10,2.78005E10,M,3.869704654976E10,
2012,France,250,Value added,20,18,Value added at factor values,10,Food products,10,2.8614199219E10,M,3.676320469899E10,
2013,France,250,Value added,20,18,Value added at factor values,10,Food products,10,2.8551099609E10,M,3.791923660958E10,
2014,France,250,Value added,20,18,Value added at factor values,10,Food products,10,3.0147E10,M,4.005032362288E10,
2015,France,250,Value added,20,18,Value added at factor values,10,Food products,10,3.0241E10,M,3.355279508619E10,
2016,France,250,Value added,20,18,Value added at factor values,10,Food products,10,3.04354E10,M,3.368905526881E10,
2017,France,250,Value added,20,18,Value added at factor values,10,Food products,10,3.43863E10,M,3.884553425982E10,
2019,France,250,Value added,20,18,Value added at factor values,10,Food products,10,3.62313E10,M,4.056002847944E10,
2020,France,250,Value added,20,18,Value added at factor values,10,Food products,10,3.6866E10,M,4.2108220846E10,
2021,France,250,Value added,20,18,Value added at factor values,10,Food products,10,3.968304E10,M,4.693473874445E10,
2022,France,250,Value added,20,18,Value added at factor values,10,Food products,10,4.061228E10,M,4.276669502877E10,
2023,France,250,Value added,20,18,Value added at factor values,10,Food products,10,4.391375E10,M,4.748253752E10,
2010,France,250,Value added,20,18,Value added at factor values,11,Beverages,11,5.34E9,M,7.07932690714E9,
2011,France,250,Value added,20,18,Value added at factor values,11,Beverages,11,5.7212001953E9,M,7.96365354141E9,
2012,France,250,Value added,20,18,Value added at factor values,11,Beverages,11,6.1705E9,M,7.92778972631E9,
2013,France,250,Value added,20,18,Value added at factor values,11,Beverages,11,6.3212001953E9,M,8.39530137699E9,
2014,France,250,Value added,20,18,Value added at factor values,11,Beverages,11,6.028E9,M,8.00820482299E9,
2015,France,250,Value added,20,18,Value added at factor values,11,Beverages,11,6.371E9,M,7.06870994657E9,
2016,France,250,Value added,20,18,Value added at factor values,11,Beverages,11,6.556E9,M,7.25686031208E9,
2017,France,250,Value added,20,18,Value added at factor values,11,Beverages,11,1.20898E10,M,1.365761190051E10,
2018,France,250,Value added,20,18,Value added at factor values,11,Beverages,11,7.2488E9,M,8.56049968528E9,
2019,France,250,Value added,20,18,Value added at factor values,11,Beverages,11,7.4961E9,M,8.39169528791E9,
2020,France,250,Value added,20,18,Value added at factor values,11,Beverages,11,6.9025E9,M,7.88401221694E9,
2021,France,250,Value added,20,18,Value added at factor values,11,Beverages,11,8.17472E9,M,9.66857245587E9,
2022,France,250,Value added,20,18,Value added at factor values,11,Beverages,11,9.28266E9,M,9.77508993033E9,
2023,France,250,Value added,20,18,Value added at factor values,11,Beverages,11,9.25908E9,M,1.001154794343E10,
2010,France,250,Value added,20,18,Value added at factor values,12,Tobacco products,12,5.3829998779E8,M,7.1363325612E8,
2012,France,250,Value added,20,18,Value added at factor values,12,Tobacco products,12,6.9690002441E8,M,8.9536939531E8,
2014,France,250,Value added,20,18,Value added at factor values,12,Tobacco products,12,5.3690002441E8,M,7.1327229014E8,
2015,France,250,Value added,20,18,Value added at factor values,12,Tobacco products,12,4.173E8,M,4.6299994674E8,
2016,France,250,Value added,20,18,Value added at factor values,12,Tobacco products,12,5.749E8,M,6.3635890687E8,
2019,France,250,Value added,20,18,Value added at factor values,12,Tobacco products,12,1100000.0,M,1231422.32,
2022,France,250,Value added,20,18,Value added at factor values,12,Tobacco products,12,1450000.0,M,1526920.13,
2010,France,250,Value added,20,18,Value added at factor values,13,Textiles,13,2.2288000488E9,M,2.95475733261E9,
2011,France,250,Value added,20,18,Value added at factor values,13,Textiles,13,2.1258000488E9,M,2.95901812715E9,
2012,France,250,Value added,20,18,Value added at factor values,13,Textiles,13,1.9479000244E9,M,2.50264027248E9,
2013,France,250,Value added,20,18,Value added at factor values,13,Textiles,13,1.9540999756E9,M,2.59527585096E9,
2014,France,250,Value added,20,18,Value added at factor values,13,Textiles,13,1.8095999756E9,M,2.40405561584E9,
2015,France,250,Value added,20,18,Value added at factor values,13,Textiles,13,1.9828E9,M,2.19994319291E9,
2016,France,250,Value added,20,18,Value added at factor values,13,Textiles,13,1.9706E9,M,2.18126432748E9,
2017,France,250,Value added,20,18,Value added at factor values,13,Textiles,13,1.9542E9,M,2.20762172873E9,
2018,France,250,Value added,20,18,Value added at factor values,13,Textiles,13,1.9159E9,M,2.26258985584E9,
2019,France,250,Value added,20,18,Value added at factor values,13,Textiles,13,2.0413E9,M,2.28518397449E9,
2020,France,250,Value added,20,18,Value added at factor values,13,Textiles,13,2.0385E9,M,2.32836782386E9,
2021,France,250,Value added,20,18,Value added at factor values,13,Textiles,13,1.98714E9,M,2.35027096585E9,
2022,France,250,Value added,20,18,Value added at factor values,13,Textiles,13,2.21584E9,M,2.33338668778E9,
2023,France,250,Value added,20,18,Value added at factor values,13,Textiles,13,2.23494E9,M,2.41656935254E9,
2010,France,250,Value added,20,18,Value added at factor values,14,Wearing apparel,14,2.0573000488E9,M,2.72739692725E9,
