Year,Country,CountryCode,Variable,VariableCode,UnconsolidatedVariableCode,UnconsolidatedVariableName,ActivityCode,Activity,ActivityCombination,Value,UnitType,ValueUSD,Metadata
2023,Peru,604,Employees,04,04,Number of employees,18,Printing and reproduction of recorded media,18,10500.0,N,NA,
2014,Peru,604,Employees,04,04,Number of employees,19,Coke and refined petroleum products,19,3810.0,N,NA,
2015,Peru,604,Employees,04,04,Number of employees,19,Coke and refined petroleum products,19,3705.0,N,NA,
2016,Peru,604,Employees,04,04,Number of employees,19,Coke and refined petroleum products,19,4214.0,N,NA,
2017,Peru,604,Employees,04,04,Number of employees,19,Coke and refined petroleum products,19,3800.0,N,NA,
2018,Peru,604,Employees,04,04,Number of employees,19,Coke and refined petroleum products,19,3808.0,N,NA,
2019,Peru,604,Employees,04,04,Number of employees,19,Coke and refined petroleum products,19,4775.0,N,NA,
2020,Peru,604,Employees,04,04,Number of employees,19,Coke and refined petroleum products,19,4342.0,N,NA,
2021,Peru,604,Employees,04,04,Number of employees,19,Coke and refined petroleum products,19,5035.0,N,NA,
2022,Peru,604,Employees,04,04,Number of employees,19,Coke and refined petroleum products,19,5365.0,N,NA,
2023,Peru,604,Employees,04,04,Number of employees,19,Coke and refined petroleum products,19,1274.0,N,NA,
2014,Peru,604,Employees,04,04,Number of employees,20,Chemicals and chemical products,20,22794.0,N,NA,
2015,Peru,604,Employees,04,04,Number of employees,20,Chemicals and chemical products,20,23974.0,N,NA,
2016,Peru,604,Employees,04,04,Number of employees,20,Chemicals and chemical products,20,25197.0,N,NA,
2017,Peru,604,Employees,04,04,Number of employees,20,Chemicals and chemical products,20,29976.0,N,NA,
2018,Peru,604,Employees,04,04,Number of employees,20,Chemicals and chemical products,20,33909.0,N,NA,
2019,Peru,604,Employees,04,04,Number of employees,20,Chemicals and chemical products,20,32031.0,N,NA,
2020,Peru,604,Employees,04,04,Number of employees,20,Chemicals and chemical products,20,26905.0,N,NA,
2021,Peru,604,Employees,04,04,Number of employees,20,Chemicals and chemical products,20,27829.0,N,NA,
2022,Peru,604,Employees,04,04,Number of employees,20,Chemicals and chemical products,20,23621.0,N,NA,
2023,Peru,604,Employees,04,04,Number of employees,20,Chemicals and chemical products,20,29993.0,N,NA,
2014,Peru,604,Employees,04,04,Number of employees,21,"Pharmaceuticals,medicinal chemicals, etc.",21,10098.0,N,NA,
2015,Peru,604,Employees,04,04,Number of employees,21,"Pharmaceuticals,medicinal chemicals, etc.",21,10268.0,N,NA,
2016,Peru,604,Employees,04,04,Number of employees,21,"Pharmaceuticals,medicinal chemicals, etc.",21,11140.0,N,NA,
2017,Peru,604,Employees,04,04,Number of employees,21,"Pharmaceuticals,medicinal chemicals, etc.",21,13484.0,N,NA,
2018,Peru,604,Employees,04,04,Number of employees,21,"Pharmaceuticals,medicinal chemicals, etc.",21,14326.0,N,NA,
2019,Peru,604,Employees,04,04,Number of employees,21,"Pharmaceuticals,medicinal chemicals, etc.",21,13214.0,N,NA,
2020,Peru,604,Employees,04,04,Number of employees,21,"Pharmaceuticals,medicinal chemicals, etc.",21,11044.0,N,NA,
2021,Peru,604,Employees,04,04,Number of employees,21,"Pharmaceuticals,medicinal chemicals, etc.",21,12467.0,N,NA,
2022,Peru,604,Employees,04,04,Number of employees,21,"Pharmaceuticals,medicinal chemicals, etc.",21,11302.0,N,NA,
2023,Peru,604,Employees,04,04,Number of employees,21,"Pharmaceuticals,medicinal chemicals, etc.",21,12154.0,N,NA,
2014,Peru,604,Employees,04,04,Number of employees,22,Rubber and plastics products,22,26458.0,N,NA,
2015,Peru,604,Employees,04,04,Number of employees,22,Rubber and plastics products,22,29387.0,N,NA,
2016,Peru,604,Employees,04,04,Number of employees,22,Rubber and plastics products,22,32271.0,N,NA,
2017,Peru,604,Employees,04,04,Number of employees,22,Rubber and plastics products,22,32546.0,N,NA,
2018,Peru,604,Employees,04,04,Number of employees,22,Rubber and plastics products,22,39513.0,N,NA,
2019,Peru,604,Employees,04,04,Number of employees,22,Rubber and plastics products,22,40573.0,N,NA,
2020,Peru,604,Employees,04,04,Number of employees,22,Rubber and plastics products,22,35547.0,N,NA,
2021,Peru,604,Employees,04,04,Number of employees,22,Rubber and plastics products,22,35968.0,N,NA,
2022,Peru,604,Employees,04,04,Number of employees,22,Rubber and plastics products,22,29871.0,N,NA,
2023,Peru,604,Employees,04,04,Number of employees,22,Rubber and plastics products,22,39877.0,N,NA,
2014,Peru,604,Employees,04,04,Number of employees,23,Other non-metallic mineral products,23,20520.0,N,NA,
2015,Peru,604,Employees,04,04,Number of employees,23,Other non-metallic mineral products,23,22914.0,N,NA,
2016,Peru,604,Employees,04,04,Number of employees,23,Other non-metallic mineral products,23,21374.0,N,NA,
2017,Peru,604,Employees,04,04,Number of employees,23,Other non-metallic mineral products,23,23972.0,N,NA,
2018,Peru,604,Employees,04,04,Number of employees,23,Other non-metallic mineral products,23,27692.0,N,NA,
2019,Peru,604,Employees,04,04,Number of employees,23,Other non-metallic mineral products,23,26724.0,N,NA,
2020,Peru,604,Employees,04,04,Number of employees,23,Other non-metallic mineral products,23,24525.0,N,NA,
2021,Peru,604,Employees,04,04,Number of employees,23,Other non-metallic mineral products,23,23657.0,N,NA,
2022,Peru,604,Employees,04,04,Number of employees,23,Other non-metallic mineral products,23,24749.0,N,NA,
2023,Peru,604,Employees,04,04,Number of employees,23,Other non-metallic mineral products,23,25267.0,N,NA,
2014,Peru,604,Employees,04,04,Number of employees,24,Basic metals,24,12992.0,N,NA,
2015,Peru,604,Employees,04,04,Number of employees,24,Basic metals,24,7591.0,N,NA,
2016,Peru,604,Employees,04,04,Number of employees,24,Basic metals,24,8717.0,N,NA,
2017,Peru,604,Employees,04,04,Number of employees,24,Basic metals,24,9215.0,N,NA,
2018,Peru,604,Employees,04,04,Number of employees,24,Basic metals,24,10675.0,N,NA,
2019,Peru,604,Employees,04,04,Number of employees,24,Basic metals,24,13587.0,N,NA,
2020,Peru,604,Employees,04,04,Number of employees,24,Basic metals,24,12073.0,N,NA,
2021,Peru,604,Employees,04,04,Number of employees,24,Basic metals,24,8945.0,N,NA,
2022,Peru,604,Employees,04,04,Number of employees,24,Basic metals,24,14424.0,N,NA,
2023,Peru,604,Employees,04,04,Number of employees,24,Basic metals,24,9358.0,N,NA,
2014,Peru,604,Employees,04,04,Number of employees,25,"Fabricated metal products, except machinery",25,19775.0,N,NA,
2015,Peru,604,Employees,04,04,Number of employees,25,"Fabricated metal products, except machinery",25,21161.0,N,NA,
2016,Peru,604,Employees,04,04,Number of employees,25,"Fabricated metal products, except machinery",25,25919.0,N,NA,
2017,Peru,604,Employees,04,04,Number of employees,25,"Fabricated metal products, except machinery",25,21270.0,N,NA,
2018,Peru,604,Employees,04,04,Number of employees,25,"Fabricated metal products, except machinery",25,45795.0,N,NA,
2019,Peru,604,Employees,04,04,Number of employees,25,"Fabricated metal products, except machinery",25,44147.0,N,NA,
2020,Peru,604,Employees,04,04,Number of employees,25,"Fabricated metal products, except machinery",25,39515.0,N,NA,
2021,Peru,604,Employees,04,04,Number of employees,25,"Fabricated metal products, except machinery",25,42514.0,N,NA,
2022,Peru,604,Employees,04,04,Number of employees,25,"Fabricated metal products, except machinery",25,23556.0,N,NA,
2023,Peru,604,Employees,04,04,Number of employees,25,"Fabricated metal products, except machinery",25,38074.0,N,NA,
2014,Peru,604,Employees,04,04,Number of employees,26,"Computer, electronic and optical products",26,1345.0,N,NA,
2015,Peru,604,Employees,04,04,Number of employees,26,"Computer, electronic and optical products",26,1973.0,N,NA,
2016,Peru,604,Employees,04,04,Number of employees,26,"Computer, electronic and optical products",26,1335.0,N,NA,
2017,Peru,604,Employees,04,04,Number of employees,26,"Computer, electronic and optical products",26,369.0,N,NA,
2018,Peru,604,Employees,04,04,Number of employees,26,"Computer, electronic and optical products",26,890.0,N,NA,
2019,Peru,604,Employees,04,04,Number of employees,26,"Computer, electronic and optical products",26,714.0,N,NA,
2020,Peru,604,Employees,04,04,Number of employees,26,"Computer, electronic and optical products",26,277.0,N,NA,
2021,Peru,604,Employees,04,04,Number of employees,26,"Computer, electronic and optical products",26,335.0,N,NA,
2022,Peru,604,Employees,04,04,Number of employees,26,"Computer, electronic and optical products",26,464.0,N,NA,
2023,Peru,604,Employees,04,04,Number of employees,26,"Computer, electronic and optical products",26,502.0,N,NA,
2014,Peru,604,Employees,04,04,Number of employees,27,Electrical equipment,27,8040.0,N,NA,
2015,Peru,604,Employees,04,04,Number of employees,27,Electrical equipment,27,8276.0,N,NA,
2016,Peru,604,Employees,04,04,Number of employees,27,Electrical equipment,27,6777.0,N,NA,
2017,Peru,604,Employees,04,04,Number of employees,27,Electrical equipment,27,5912.0,N,NA,
2018,Peru,604,Employees,04,04,Number of employees,27,Electrical equipment,27,7382.0,N,NA,
2019,Peru,604,Employees,04,04,Number of employees,27,Electrical equipment,27,7125.0,N,NA,
2020,Peru,604,Employees,04,04,Number of employees,27,Electrical equipment,27,6728.0,N,NA,
2021,Peru,604,Employees,04,04,Number of employees,27,Electrical equipment,27,7180.0,N,NA,
2022,Peru,604,Employees,04,04,Number of employees,27,Electrical equipment,27,5588.0,N,NA,
2023,Peru,604,Employees,04,04,Number of employees,27,Electrical equipment,27,7332.0,N,NA,
2014,Peru,604,Employees,04,04,Number of employees,28,Machinery and equipment n.e.c.,28,5882.0,N,NA,
2015,Peru,604,Employees,04,04,Number of employees,28,Machinery and equipment n.e.c.,28,5803.0,N,NA,
2016,Peru,604,Employees,04,04,Number of employees,28,Machinery and equipment n.e.c.,28,5957.0,N,NA,
2017,Peru,604,Employees,04,04,Number of employees,28,Machinery and equipment n.e.c.,28,5565.0,N,NA,
2018,Peru,604,Employees,04,04,Number of employees,28,Machinery and equipment n.e.c.,28,9431.0,N,NA,
2019,Peru,604,Employees,04,04,Number of employees,28,Machinery and equipment n.e.c.,28,10564.0,N,NA,
2020,Peru,604,Employees,04,04,Number of employees,28,Machinery and equipment n.e.c.,28,9144.0,N,NA,
2021,Peru,604,Employees,04,04,Number of employees,28,Machinery and equipment n.e.c.,28,9639.0,N,NA,
2022,Peru,604,Employees,04,04,Number of employees,28,Machinery and equipment n.e.c.,28,6877.0,N,NA,
2023,Peru,604,Employees,04,04,Number of employees,28,Machinery and equipment n.e.c.,28,9415.0,N,NA,
2014,Peru,604,Employees,04,04,Number of employees,29,"Motor vehicles, trailers and semi-trailers",29,4553.0,N,NA,
2015,Peru,604,Employees,04,04,Number of employees,29,"Motor vehicles, trailers and semi-trailers",29,3864.0,N,NA,
2016,Peru,604,Employees,04,04,Number of employees,29,"Motor vehicles, trailers and semi-trailers",29,4488.0,N,NA,
2017,Peru,604,Employees,04,04,Number of employees,29,"Motor vehicles, trailers and semi-trailers",29,4345.0,N,NA,
2018,Peru,604,Employees,04,04,Number of employees,29,"Motor vehicles, trailers and semi-trailers",29,6216.0,N,NA,
2019,Peru,604,Employees,04,04,Number of employees,29,"Motor vehicles, trailers and semi-trailers",29,10035.0,N,NA,
2020,Peru,604,Employees,04,04,Number of employees,29,"Motor vehicles, trailers and semi-trailers",29,4586.0,N,NA,
2021,Peru,604,Employees,04,04,Number of employees,29,"Motor vehicles, trailers and semi-trailers",29,4409.0,N,NA,
2022,Peru,604,Employees,04,04,Number of employees,29,"Motor vehicles, trailers and semi-trailers",29,2850.0,N,NA,
2023,Peru,604,Employees,04,04,Number of employees,29,"Motor vehicles, trailers and semi-trailers",29,5396.0,N,NA,
2014,Peru,604,Employees,04,04,Number of employees,30,Other transport equipment,30,3482.0,N,NA,
2015,Peru,604,Employees,04,04,Number of employees,30,Other transport equipment,30,3215.0,N,NA,
2016,Peru,604,Employees,04,04,Number of employees,30,Other transport equipment,30,2240.0,N,NA,
2017,Peru,604,Employees,04,04,Number of employees,30,Other transport equipment,30,2330.0,N,NA,
2018,Peru,604,Employees,04,04,Number of employees,30,Other transport equipment,30,2634.0,N,NA,
2019,Peru,604,Employees,04,04,Number of employees,30,Other transport equipment,30,2863.0,N,NA,
2020,Peru,604,Employees,04,04,Number of employees,30,Other transport equipment,30,2212.0,N,NA,
2021,Peru,604,Employees,04,04,Number of employees,30,Other transport equipment,30,2878.0,N,NA,
2022,Peru,604,Employees,04,04,Number of employees,30,Other transport equipment,30,2340.0,N,NA,
2023,Peru,604,Employees,04,04,Number of employees,30,Other transport equipment,30,2742.0,N,NA,
2014,Peru,604,Employees,04,04,Number of employees,31,Furniture,31,2953.0,N,NA,
2015,Peru,604,Employees,04,04,Number of employees,31,Furniture,31,3941.0,N,NA,
2016,Peru,604,Employees,04,04,Number of employees,31,Furniture,31,4246.0,N,NA,
2017,Peru,604,Employees,04,04,Number of employees,31,Furniture,31,3596.0,N,NA,
2018,Peru,604,Employees,04,04,Number of employees,31,Furniture,31,7043.0,N,NA,
2019,Peru,604,Employees,04,04,Number of employees,31,Furniture,31,8314.0,N,NA,
2020,Peru,604,Employees,04,04,Number of employees,31,Furniture,31,5875.0,N,NA,
2021,Peru,604,Employees,04,04,Number of employees,31,Furniture,31,8534.0,N,NA,
2022,Peru,604,Employees,04,04,Number of employees,31,Furniture,31,4196.0,N,NA,
2023,Peru,604,Employees,04,04,Number of employees,31,Furniture,31,12556.0,N,NA,
2014,Peru,604,Employees,04,04,Number of employees,32,Other manufacturing,32,4189.0,N,NA,
2015,Peru,604,Employees,04,04,Number of employees,32,Other manufacturing,32,3864.0,N,NA,
2016,Peru,604,Employees,04,04,Number of employees,32,Other manufacturing,32,3692.0,N,NA,
2017,Peru,604,Employees,04,04,Number of employees,32,Other manufacturing,32,8210.0,N,NA,
2018,Peru,604,Employees,04,04,Number of employees,32,Other manufacturing,32,11413.0,N,NA,
2019,Peru,604,Employees,04,04,Number of employees,32,Other manufacturing,32,10903.0,N,NA,
2020,Peru,604,Employees,04,04,Number of employees,32,Other manufacturing,32,9695.0,N,NA,
2021,Peru,604,Employees,04,04,Number of employees,32,Other manufacturing,32,8809.0,N,NA,
2022,Peru,604,Employees,04,04,Number of employees,32,Other manufacturing,32,7753.0,N,NA,
2023,Peru,604,Employees,04,04,Number of employees,32,Other manufacturing,32,12423.0,N,NA,
2014,Peru,604,Employees,04,04,Number of employees,33,Repair and installation of machinery/equipment,33,7261.0,N,NA,
2015,Peru,604,Employees,04,04,Number of employees,33,Repair and installation of machinery/equipment,33,9283.0,N,NA,
2016,Peru,604,Employees,04,04,Number of employees,33,Repair and installation of machinery/equipment,33,5396.0,N,NA,
2017,Peru,604,Employees,04,04,Number of employees,33,Repair and installation of machinery/equipment,33,10168.0,N,NA,
2018,Peru,604,Employees,04,04,Number of employees,33,Repair and installation of machinery/equipment,33,13194.0,N,NA,
2019,Peru,604,Employees,04,04,Number of employees,33,Repair and installation of machinery/equipment,33,8593.0,N,NA,
2020,Peru,604,Employees,04,04,Number of employees,33,Repair and installation of machinery/equipment,33,23082.0,N,NA,
2021,Peru,604,Employees,04,04,Number of employees,33,Repair and installation of machinery/equipment,33,15296.0,N,NA,
2022,Peru,604,Employees,04,04,Number of employees,33,Repair and installation of machinery/equipment,33,13786.0,N,NA,
2023,Peru,604,Employees,04,04,Number of employees,33,Repair and installation of machinery/equipment,33,23698.0,N,NA,
2017,Peru,604,Employees,04,04,Number of employees,35,"Electricity, gas, steam & air conditioning",35,11143.0,N,NA,
2018,Peru,604,Employees,04,04,Number of employees,35,"Electricity, gas, steam & air conditioning",35,9866.0,N,NA,
2019,Peru,604,Employees,04,04,Number of employees,35,"Electricity, gas, steam & air conditioning",35,9867.0,N,NA,
2021,Peru,604,Employees,04,04,Number of employees,35,"Electricity, gas, steam & air conditioning",35,11395.0,N,NA,
2017,Peru,604,Employees,04,04,Number of employees,36,"Water collection, treatment and supply",36,12509.0,N,NA,
2018,Peru,604,Employees,04,04,Number of employees,36,"Water collection, treatment and supply",36,14042.0,N,NA,
2019,Peru,604,Employees,04,04,Number of employees,36,"Water collection, treatment and supply",36,12411.0,N,NA,
