STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,FREQ,Frequency of observation,TECH,Technology domain,UNIT_MEASURE,Unit of measure,SIZE,Family size,SEX,Sex,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,DECIMALS,Decimals
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,USA,United States,A,Annual,ENE_FUEL_BIO,"Biofuels, e.g. bio-diesel",PATN,Patents,ONE,One and greater (all inventions),_T,Total,2014,,376.099999999994,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,USA,United States,A,Annual,GOODS_MIN,Technologies relating to the processing of minerals,PATN,Patents,ONE,One and greater (all inventions),_T,Total,2014,,165.383333333327,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,USA,United States,A,Annual,GOODS_AGR_SAVE,"Measures for saving energy, e.g. in green houses",PATN,Patents,ONE,One and greater (all inventions),_T,Total,2014,,44.666666666666,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,USA,United States,A,Annual,BUILD_ENE_LIGHT,Energy efficient lighting,PATN,Patents,ONE,One and greater (all inventions),_T,Total,2014,,557.416666666664,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,USA,United States,A,Annual,ENE_RE_WI,Wind energy,PATN,Patents,ONE,One and greater (all inventions),_T,Total,2014,,368.499999999996,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,USA,United States,A,Annual,ENE_FUEL,Energy generation from fuels of non-fossil origin,PATN,Patents,ONE,One and greater (all inventions),_T,Total,2014,,475.933333333327,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,USA,United States,A,Annual,TRA_AIR,Aeronautics or air transport,PATN,Patents,ONE,One and greater (all inventions),_T,Total,2014,,1091.13333333333,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,USA,United States,A,Annual,TRA_AIR,Aeronautics or air transport,PATN,Patents,ONE,One and greater (all inventions),_T,Total,2013,,1281.48333333333,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,USA,United States,A,Annual,ENE_FUEL,Energy generation from fuels of non-fossil origin,PATN,Patents,ONE,One and greater (all inventions),_T,Total,2013,,693.79999999999,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,USA,United States,A,Annual,ENE_RE_WI,Wind energy,PATN,Patents,ONE,One and greater (all inventions),_T,Total,2013,,488.999999999995,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,USA,United States,A,Annual,BUILD_ENE_LIGHT,Energy efficient lighting,PATN,Patents,ONE,One and greater (all inventions),_T,Total,2013,,503.166666666664,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,USA,United States,A,Annual,GOODS_AGR_SAVE,"Measures for saving energy, e.g. in green houses",PATN,Patents,ONE,One and greater (all inventions),_T,Total,2013,,21,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,USA,United States,A,Annual,GOODS_MIN,Technologies relating to the processing of minerals,PATN,Patents,ONE,One and greater (all inventions),_T,Total,2013,,115.033333333328,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,USA,United States,A,Annual,ENE_FUEL_BIO,"Biofuels, e.g. bio-diesel",PATN,Patents,ONE,One and greater (all inventions),_T,Total,2013,,574.79999999999,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,USA,United States,A,Annual,WAT_WASTE_REC_BAT,Recycling of batteries or fuel cells,PATN,Patents,ONE,One and greater (all inventions),_T,Total,2013,,16.5,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,USA,United States,A,Annual,WAT_WASTE_REC_DIS,"Mechanical processing of waste for the recovery of materials, e.g. crushing, shredding, separation or disassembly",PATN,Patents,ONE,One and greater (all inventions),_T,Total,2013,,11.5,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,USA,United States,A,Annual,GOODS_PROD,Technologies in the production process for final industrial or consumer products,PATN,Patents,ONE,One and greater (all inventions),_T,Total,2013,,884.33333333332,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,USA,United States,A,Annual,ENE_NUC_FI,Nuclear fission reactors,PATN,Patents,ONE,One and greater (all inventions),_T,Total,2013,,188.166666666666,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,USA,United States,A,Annual,ENE_ENA_CE,Fuel cells,PATN,Patents,ONE,One and greater (all inventions),_T,Total,2013,,593.749999999991,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,USA,United States,A,Annual,TRA_RO_CO,Conventional vehicles (based on internal combustion engine),PATN,Patents,ONE,One and greater (all inventions),_T,Total,2013,,1277.66666666666,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,USA,United States,A,Annual,ENE_ENA_STO_MEC,"Mechanical energy storage, e.g. flywheels or pressurised fluids",PATN,Patents,ONE,One and greater (all inventions),_T,Total,2013,,96.5,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,USA,United States,A,Annual,WAT_WASTE_REC_PA,Paper recycling,PATN,Patents,ONE,One and greater (all inventions),_T,Total,2013,,28.25,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,USA,United States,A,Annual,WAT_WASTE_REC_PL,Plastics and rubber recycling,PATN,Patents,ONE,One and greater (all inventions),_T,Total,2013,,74.999999999999,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,USA,United States,A,Annual,GOODS_OIL_BIO,Bio-feedstock,PATN,Patents,ONE,One and greater (all inventions),_T,Total,2013,,253.83333333333,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,USA,United States,A,Annual,ICT_EE,Energy efficient computing,PATN,Patents,ONE,One and greater (all inventions),_T,Total,2013,,1343.23333333331,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,USA,United States,A,Annual,WAT_WASTE_REC_PACK,"Packaging reuse or recycling, e.g. of multilayer packaging",PATN,Patents,ONE,One and greater (all inventions),_T,Total,2013,,50,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,USA,United States,A,Annual,GOODS_AGR,"Technologies relating to agriculture, livestock or agroalimentary industries",PATN,Patents,ONE,One and greater (all inventions),_T,Total,2013,,194.333333333327,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,USA,United States,A,Annual,BUILD_INT,Integration of renewable energy sources in buildings,PATN,Patents,ONE,One and greater (all inventions),_T,Total,2013,,390.499999999999,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,USA,United States,A,Annual,GOODS_MIT,Enabling technologies with a potential contribution to GHG emissions mitigation,PATN,Patents,ONE,One and greater (all inventions),_T,Total,2013,,423.499999999997,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,USA,United States,A,Annual,TRA_RO_EF,Fuel efficiency-improving vehicle design (common to all road vehicles),PATN,Patents,ONE,One and greater (all inventions),_T,Total,2013,,168.083333333333,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,USA,United States,A,Annual,WAT_WASTE_REC_FAT,"Recovery of fats, fatty oils, fatty acids or other fatty substances, e.g. lanolin or waxes",PATN,Patents,ONE,One and greater (all inventions),_T,Total,2013,,20.666666666666,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,USA,United States,A,Annual,ENE_COM,"Combustion technologies with mitigation potential (e.g. using fossil fuels, biomass, waste, etc.)",PATN,Patents,ONE,One and greater (all inventions),_T,Total,2013,,265.666666666664,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,USA,United States,A,Annual,TRA_EN_CE,"Application of hydrogen technology to transportation, e.g. using fuel cells",PATN,Patents,ONE,One and greater (all inventions),_T,Total,2013,,82.333333333333,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,USA,United States,A,Annual,GOODS_CHEM_FEED,Feedstock,PATN,Patents,ONE,One and greater (all inventions),_T,Total,2013,,154,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,USA,United States,A,Annual,ENE_TE_NC,Not elsewhere classified,PATN,Patents,ONE,One and greater (all inventions),_T,Total,2013,,62,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,USA,United States,A,Annual,GOODS_AGR_RENEW,"Using renewable energies, e.g. solar water pumping",PATN,Patents,ONE,One and greater (all inventions),_T,Total,2013,,12,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,USA,United States,A,Annual,GOODS_CHEM_GHG,"Reduction of greenhouse gas [GHG] emissions, e.g. CO2",PATN,Patents,ONE,One and greater (all inventions),_T,Total,2013,,64,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,USA,United States,A,Annual,WAT_WASTE_ORG,Bio-organic fraction processing; Production of fertilisers from the organic fraction of waste or refuse,PATN,Patents,ONE,One and greater (all inventions),_T,Total,2013,,30.5,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,USA,United States,A,Annual,TRA_EN,Enabling technologies in transport,PATN,Patents,ONE,One and greater (all inventions),_T,Total,2013,,530.083333333331,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,USA,United States,A,Annual,GHG_N20,Capture or disposal of nitrous oxide (N2O),PATN,Patents,ONE,One and greater (all inventions),_T,Total,2013,,22.333333333333,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,USA,United States,A,Annual,ENE_NUC,Nuclear energy,PATN,Patents,ONE,One and greater (all inventions),_T,Total,2013,,244.999999999999,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,USA,United States,A,Annual,BUILD_ENE_HVAC,"Energy efficient heating, ventilation or air conditioning [HVAC]",PATN,Patents,ONE,One and greater (all inventions),_T,Total,2013,,308.833333333333,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,USA,United States,A,Annual,BUILD_ENE_LIFT,"Energy efficient elevators, escalators and moving walkways, e.g. energy saving or recuperation technologies",PATN,Patents,ONE,One and greater (all inventions),_T,Total,2013,,8.5,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,USA,United States,A,Annual,ENE_TE_SU,Superconducting electric elements or equipment,PATN,Patents,ONE,One and greater (all inventions),_T,Total,2013,,18.916666666665,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,USA,United States,A,Annual,GOODS_OIL_ETH,Ethylene production,PATN,Patents,ONE,One and greater (all inventions),_T,Total,2013,,60.75,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,USA,United States,A,Annual,GOODS_MET,Technologies related to metal processing,PATN,Patents,ONE,One and greater (all inventions),_T,Total,2013,,310.366666666666,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,USA,United States,A,Annual,TRA_EN_EL,Electric vehicle charging,PATN,Patents,ONE,One and greater (all inventions),_T,Total,2013,,457.249999999998,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,USA,United States,A,Annual,WAT_WASTE_WASTE,Solid waste management,PATN,Patents,ONE,One and greater (all inventions),_T,Total,2013,,432.08333333333,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,USA,United States,A,Annual,WAT_WASTE_REC,"Reuse, recycling or recovery technologies",PATN,Patents,ONE,One and greater (all inventions),_T,Total,2013,,372.08333333333,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,USA,United States,A,Annual,ENE_COM_INP,Technologies for improved input efficiency (efficient combustion or heat usage),PATN,Patents,ONE,One and greater (all inventions),_T,Total,2013,,99.166666666666,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,USA,United States,A,Annual,GHG_CO2,Capture or disposal of carbon dioxide (CO2),PATN,Patents,ONE,One and greater (all inventions),_T,Total,2013,,232.833333333331,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,USA,United States,A,Annual,ENE_RE_PV,Solar photovoltaic (PV) energy,PATN,Patents,ONE,One and greater (all inventions),_T,Total,2013,,1414.9857142857,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,USA,United States,A,Annual,ENE_NUC_FU,Nuclear fusion reactors,PATN,Patents,ONE,One and greater (all inventions),_T,Total,2013,,56.833333333333,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,USA,United States,A,Annual,GOODS_AGR_GHG,Reduction of greenhouse gas [GHG] emissions in agriculture,PATN,Patents,ONE,One and greater (all inventions),_T,Total,2013,,89.799999999999,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,USA,United States,A,Annual,BUILD_ENA,Enabling technologies in buildings,PATN,Patents,ONE,One and greater (all inventions),_T,Total,2013,,205.5,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,USA,United States,A,Annual,ENE_RE_SOPV,Solar thermal-PV hybrids,PATN,Patents,ONE,One and greater (all inventions),_T,Total,2013,,40.5,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,USA,United States,A,Annual,CCM,Climate change mitigation,PATN,Patents,ONE,One and greater (all inventions),_T,Total,2013,,15313.6823412697,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,USA,United States,A,Annual,ENE_COM_OUT,"Technologies for improved output efficiency (combined heat and power, combined cycles, etc.)",PATN,Patents,ONE,One and greater (all inventions),_T,Total,2013,,182.499999999998,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,USA,United States,A,Annual,WAT_WASTE_TREAT,Wastewater treatment,PATN,Patents,ONE,One and greater (all inventions),_T,Total,2013,,262.666666666665,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,USA,United States,A,Annual,GOODS_OIL,Technologies relating to oil refining and petrochemical industry,PATN,Patents,ONE,One and greater (all inventions),_T,Total,2013,,288.08333333333,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,USA,United States,A,Annual,GOODS_CHEM_PROC,Process efficiency in chemical industry,PATN,Patents,ONE,One and greater (all inventions),_T,Total,2013,,247.416666666666,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,USA,United States,A,Annual,BUILD_ENE,Energy efficiency in buildings,PATN,Patents,ONE,One and greater (all inventions),_T,Total,2013,,1477.47499999999,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,USA,United States,A,Annual,GOODS_MIN_CEM,Production of cement,PATN,Patents,ONE,One and greater (all inventions),_T,Total,2013,,24.583333333332,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,USA,United States,A,Annual,TRA_RO_EL,Electric vehicles,PATN,Patents,ONE,One and greater (all inventions),_T,Total,2013,,899.916666666662,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,USA,United States,A,Annual,ENE_FUEL_WA,"Fuel from waste, e.g. synthetic alcohol or diesel",PATN,Patents,ONE,One and greater (all inventions),_T,Total,2013,,283.333333333332,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,USA,United States,A,Annual,ENE_ENA,Enabling technologies (technologies with potential or indirect contribution to GHG emission mitigation),PATN,Patents,ONE,One and greater (all inventions),_T,Total,2013,,2568.78333333331,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,USA,United States,A,Annual,TRA_RO,Road transport,PATN,Patents,ONE,One and greater (all inventions),_T,Total,2013,,2457.16666666665,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,USA,United States,A,Annual,GOODS_MIN_LIME,Production or processing of lime,PATN,Patents,ONE,One and greater (all inventions),_T,Total,2013,,14,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,USA,United States,A,Annual,ENE_RE_GEO,Geothermal energy,PATN,Patents,ONE,One and greater (all inventions),_T,Total,2013,,51.999999999999,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,USA,United States,A,Annual,BUILD_ARC,Architectural or constructional elements improving the thermal performance of buildings,PATN,Patents,ONE,One and greater (all inventions),_T,Total,2013,,52,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,USA,United States,A,Annual,ENE_RE_HY,Hydro energy,PATN,Patents,ONE,One and greater (all inventions),_T,Total,2013,,93.5,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_DEV@DF_PAT_DEV(1.0),Patents - technology development,I,USA,United States,A,Annual,ENE_ENA_STO_TH,Thermal energy storage,PATN,Patents,ONE,One and greater (all inventions),_T,Total,2013,,86.5,,A,Normal value,0,Units,2,Two
