isic_rev3_4,cpc4,probability_weight
"4520","E01F",.0328502
"4520","E02D",.0641348
"4520","E04B",.3074744
"4520","E04C",.040881
"4520","E04F",.0644865
"4520","E04H",.0336365
"4520","H04L",.0261961
"4520","H04W",.037075
"4520","Y02B",.2422032
"4520","Y02E",.0376696
"4530","F28C",.0132045
"4530","H04L",.4745074
"4530","H04Q",.0402304
"4530","H04W",.0642829
"4530","Y02B",.2182364
"4530","Y02E",.1895384
"4540","A47H",.0399626
"4540","B60J",.1127284
"4540","B60R",.0403509
"4540","E04B",.0295608
"4540","E04F",.1589932
"4540","E05B",.0389254
"4540","E05C",.0184109
"4540","E05D",.0513633
"4540","E05F",.026609
"4540","E05Y",.0889141
"4540","E06B",.2418359
"4540","Y02B",.04863
"4540","Y02E",.0602577
"4540","Y10T",.043458
"4550","B09B",1
"5010","B60R",.027788
"5010","F16N",.0923737
"5010","G05G",.116774
"5010","G06Q",.7630643
"5020","B23P",.0263773
"5020","B25B",.0257125
"5020","B25H",.3275476
"5020","B60K",.0311057
"5020","B60R",.0949863
"5020","B60S",.1560279
"5020","B62D",.0852345
"5020","G07C",.081916
"5020","Y02T",.1710922
"5040","B25H",.1528458
"5040","B62H",.0356769
"5040","B62J",.4901361
"5040","B62K",.165693
"5040","F02B",.0249228
"5040","F02M",.1307254
"5050","F17C",.0627597
"5050","F17D",.0232245
"5050","G06Q",.5817121
"5050","G07F",.3323037
"5110","G06Q",1
"5122","A23L",.3661491
"5122","A47F",.6338509
"5139","G06Q",1
"5141","G06Q",1
"5142","A47B",1
"5143","A47F",.966259
"5143","G06Q",.033741
"5150","G06Q",.9376566
"5150","G09B",.0623434
"5190","G06Q",.9704095
"5190","G09B",.0295905
"5211","A47F",1
"5220","A23N",1
"5231","G06F",.1592936
"5231","G06Q",.8407064
"5233","G06F",.1592936
"5233","G06Q",.8407064
"5260","G06F",.5135212
"5260","G06Q",.2862032
"5260","G07C",.2002756
"5510","A23C",.084897
"5510","A47K",.0448328
"5510","A63G",.1083562
"5510","E04B",.0478887
"5510","E04H",.2903077
"5510","E05B",.0350289
"5510","E05G",.0239703
"5510","F24F",.0676631
"5510","G06Q",.0536496
"5510","G07C",.0849007
"5510","G07F",.0658162
"5510","G08B",.0321109
"5510","G09B",.0605778
"5520","A47J",.0548469
"5520","E05B",.0636039
"5520","G01D",.0253253
"5520","G01P",.0124733
"5520","G07D",.1761105
"5520","G11B",.66764
"6021","B60M",.4384587
"6021","B61B",.5550866
"6021","B61J",.0064547
"6023","B60P",.1010793
"6023","B61B",.5253891
"6023","B61D",.0390572
"6023","E21F",.3344744
"6030","C10L",.0404719
"6030","E21B",.0590482
"6030","F15D",.0005803
"6030","F16L",.0337251
"6030","F17C",.0439317
"6030","F17D",.7064025
"6030","F23K",.1158403
"6110","B63B",.4671763
"6110","E02B",.1312694
"6110","F03G",.0147171
"6110","F04F",.0071451
"6110","H01M",.3796922
"6210","B64D",1
"6220","B64D",1
"6304","G01C",.0417866
"6304","G06Q",.8931789
"6304","G08G",.0650344
"6309","G06Q",.9533511
"6309","G08G",.0466489
"6411","G07B",1
"6412","B42D",.022216
"6412","G06Q",.0643842
"6412","G07B",.8929605
"6412","H04L",.0204394
"6420","H04L",.0489248
"6420","H04T",.0000777
"6420","H04W",.9509975
"6511","G06Q",.0845038
"6511","G07F",.9154962
"6519","B42D",.1657142
"6519","G07F",.1325382
"6519","G09B",.7017476
"6592","G06Q",1
"6599","G06Q",1
"6601","G06Q",1
"6602","G06Q",1
"6603","G06Q",1
"6711","G06Q",1
"6712","G06Q",1
"6719","G06Q",.9695947
"6719","G07F",.0304053
"6720","G06Q",1
"7010","G06Q",1
"7020","G06Q",.9399329
"7020","G07C",.0600672
"7220","G06F",.678251
"7220","G06Q",.0892148
"7220","G09C",.0002537
"7220","H04L",.1694073
"7220","H04M",.0288135
"7220","H04W",.0340597
"7230","G06F",.1430194
"7230","G06Q",.0995171
"7230","H04H",.2238222
"7230","H04L",.3168405
"7230","H04M",.0319901
"7230","H04N",.1021189
"7230","H04Q",.0354212
"7230","H04W",.0472706
"7240","G06F",.0933324
"7240","G06Q",.6797742
"7240","H04L",.2025757
"7240","H04M",.0243177
"7250","B41J",.6550671
"7250","G06F",.2454111
"7250","G06Q",.0399963
"7250","G07F",.0466529
"7250","G07G",.0128725
"7290","G06F",.9323039
"7290","H04L",.0676961
"7310","G01C",.0377444
"7310","G03H",.2284299
"7310","Y04S",.7338257
"7411","G06Q",1
"7412","G06Q",.3053916
"7412","G07B",.6567585
"7412","G07F",.03785
"7413","G01W",.00387
"7413","G06F",.5021663
"7413","G06K",.0513785
"7413","G06Q",.1419667
"7413","G07C",.1261785
"7413","G08B",.1744401
"7414","G06F",.0796339
"7414","G06Q",.8678454
"7414","G09F",.0217174
"7414","G11B",.0308033
"7421","G05B",.1138505
"7421","G05G",.0317205
"7421","G06E",.0983137
"7421","G06F",.2796966
"7421","G06J",.1149296
"7421","G06N",.0466449
"7421","G06Q",.0699778
"7421","G06T",.0646393
"7421","G08G",.1064456
"7421","G09B",.0737815
"7422","G01M",.5118824
"7422","G01N",.2987345
"7422","G01R",.021994
"7422","G06F",.1300739
"7422","G06Q",.0373152
"7430","G06Q",.9155662
"7430","G09F",.0844338
"7491","G06Q",1
"7492","G07C",.1140902
"7492","G08B",.8859098
"7493","G01J",.5695775
"7493","G01N",.1051681
"7493","G01S",.1674423
"7493","G05D",.1578122
"7494","G03D",1
"7495","G06Q",.0548672
"7495","G07B",.7192969
"7495","G09F",.2258359
"7499","G03G",.0279183
"7499","G06F",.0328394
"7499","G06Q",.788142
"7499","G07C",.0911526
"7499","G08G",.0372557
"7499","G09B",.022692
"7511","G06Q",.8028429
"7511","H04M",.1971571
"7512","B60K",.0303598
"7512","B60L",.076013
"7512","B60Y",.0139935
"7512","B63G",.0116318
"7512","C07C",.0385696
"7512","C08C",.0463542
"7512","C08L",.0306529
"7512","C09D",.0612583
"7512","E04B",.0804345
"7512","E04F",.0884611
"7512","F02M",.0311386
"7512","F23B",.1291815
"7512","F23J",.0178462
"7512","G08C",.0959532
"7512","G09F",.2291495
"7512","G21F",.0190023
"7513","F23N",.0880441
"7513","G06Q",.5261554
"7513","G21D",.1705301
"7513","G21Y",.1835328
"7513","H04B",.0317377
"7514","G06Q",.712971
"7514","G08G",.049683
"7514","H04L",.0513999
"7514","H04W",.1859462
"7521","B63B",.1320024
"7521","C08G",.0315858
"7521","C08L",.2044504
"7521","G05B",.126606
"7521","G06F",.2764262
"7521","G06K",.1096449
"7521","G06T",.1192842
"7523","H04L",.027135
"7523","H04M",.3396149
"7523","H04Q",.0223125
"7523","H04W",.6109375
"7530","G06G",.0237461
"7530","G06Q",.9532647
"7530","H04L",.0229893
"8010","A47J",.7482256
"8010","G06Q",.2517744
"8022","A41D",.0414015
"8022","A45D",.9585984
"8030","G06Q",1
"8090","A41D",.0414015
"8090","A45D",.9585984
"8511","A61B",.0373052
"8511","A61K",.0487017
"8511","C07D",.8806624
"8511","G06C",.0333307
"8512","A61B",.7293824
"8512","A61C",.0711859
"8512","A61F",.1309754
"8512","A61M",.0377592
"8512","A61N",.0275098
"8512","G06D",.0031874
"8519","A61G",.4646519
"8519","A61H",.3932976
"8519","C07D",.1420505
"8531","A63B",.3455409
"8531","G06Q",.6544592
"8532","A01K",.750149
"8532","A61G",.0216702
"8532","A62B",.0633444
"8532","A62C",.0825087
"8532","G06Q",.0823278
"9000","B01D",.1823574
"9000","B01F",.0144941
"9000","B03B",.0332994
"9000","B08B",.0250129
"9000","C02F",.7148079
"9000","Y10S",.0300281
"9111","Y10S",1
"9211","G06T",.0377689
"9211","G11B",.0980102
"9211","H04N",.8359959
"9211","H04S",.028225
"9212","A61B",.0342316
"9212","A63F",.0314804
"9212","G01N",.023406
"9212","G02B",.0374023
"9212","G06T",.0933756
"9212","G09B",.0796519
"9212","G09F",.0245869
"9212","G11B",.0936685
"9212","H04N",.5552405
"9212","H04S",.0269563
"9213","H04H",.1180477
"9213","H04N",.8819523
"9214","A63J",.8293235
"9214","B41D",.0036903
"9214","B44B",.0419704
"9214","B44D",.0429754
"9214","H04S",.0422725
"9214","H04W",.0397678
"9219","A63G",.9928518
"9219","A63K",.0071482
"9220","H04L",.9665055
"9220","H04N",.0334945
"9231","G06F",.3065505
"9231","G06Q",.0534839
"9231","H04L",.0766176
"9231","H04N",.147218
"9231","Y10S",.41613
"9232","A01M",.4496009
"9232","A01N",.024123
"9232","A47F",.2397582
"9232","A63J",.1041506
"9232","G09B",.036453
"9232","G09F",.0272278
"9232","H04B",.0574589
"9232","H04N",.0305063
"9232","H05B",.0307213
"9233","A61K",.1059744
"9233","Y10S",.8940256
"9241","A63B",1
"9249","A63F",.300201
"9249","G07F",.699799
"9302","A45D",.888404
"9302","B26B",.111596
"9303","A61G",.8865479
"9303","B25F",.0501363
"9303","G09B",.0633157
"9309","A61H",1
"9500","A01G",.0690665
"9500","A01K",.0618922
"9500","A47G",.0333412
"9500","A61G",.0246148
"9500","A61J",.0472852
"9500","G06N",.074061
"9500","G08B",.1722163
"9500","G09B",.3233808
"9500","G12B",.0005365
"9500","H04L",.0788209
"9500","H04M",.1147847
"9900","A41D",.0392777
"9900","A61B",.0259672
"9900","C08F",.0982987
"9900","C08K",.0354169
"9900","C09K",.043617
"9900","G01H",.3299952
"9900","G01N",.2496826
"9900","H04L",.139926
"9900","Y10S",.0378189
